Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
102-19500-2024,3/27/2024 18:33,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,625000,37.06,37.06,Studio,1,,,,1,1,,Serene Gardens 2 by Prescott
102-19501-2024,3/27/2024 18:33,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,811280,60.2,60.2,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Rise Residences
102-19502-2024,3/27/2024 18:33,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,650000,37.43,37.43,Studio,1,,,,2,1,,Serene Gardens 2 by Prescott
102-19503-2024,3/27/2024 18:33,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,12746000,336.44,336.44,3 B/R,3,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Peninsula Four
102-19504-2024,3/27/2024 18:33,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,829855.75,72.76,72.76,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,2,1,,Pearl House II By Imtiaz
102-19505-2024,3/27/2024 18:34,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,870000,70.24,70.24,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19506-2024,3/27/2024 18:34,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,750000,72.09,72.09,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,2,1,,Binghatti Orchid
102-19507-2024,3/27/2024 18:34,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,964000,64.25,64.25,1 B/R,1,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,Sportz By Danube 
102-19508-2024,3/27/2024 18:34,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,624229,42.15,42.15,Studio,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19509-2024,3/27/2024 18:34,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Building,Villas,3699000,167.09,167.09,3 B/R,,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Ashton Park Residences
102-19510-2024,3/27/2024 18:34,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1241720,83.71,83.71,2 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19511-2024,3/27/2024 18:36,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,1038350,29,29,Studio,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19512-2024,3/27/2024 18:36,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,999000,65.37,65.37,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19513-2024,3/27/2024 18:37,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,4858888,170.71,170.71,3 B/R,2,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19514-2024,3/27/2024 18:37,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,4136888,130.65,130.65,2 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,3,1,,Address Residences Zabeel
102-19515-2024,3/27/2024 18:37,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,365936,47.95,47.95,Studio,1,,,IMG World Adventures,1,1,,AG SQUARE
102-19516-2024,3/27/2024 18:37,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,7609000,249.71,249.71,4 B/R,2,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Peninsula Four
102-19517-2024,3/27/2024 18:38,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,625000,36.93,36.93,Studio,1,,,,2,1,,Serene Gardens 2 by Prescott
102-19518-2024,3/27/2024 18:38,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,2079888,68.69,68.69,1 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19519-2024,3/27/2024 18:38,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,901700,63.68,63.68,2 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Gardens
102-19520-2024,3/27/2024 18:39,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,4762888,169.67,169.67,3 B/R,2,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,2,1,,Address Residences Zabeel
102-19521-2024,3/27/2024 18:39,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,957080,65.37,65.37,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19522-2024,3/27/2024 18:41,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Shop,1795196,73.69,73.69,NA,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,The Paragon By IGO 
102-19523-2024,3/27/2024 18:41,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,820000,66.12,66.12,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,2,1,,Binghatti Orchid
102-19524-2024,3/27/2024 18:41,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1280000,109.32,109.32,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19525-2024,3/27/2024 18:41,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1672650,86.33,86.33,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,The Paragon By IGO 
102-19526-2024,3/27/2024 18:41,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1166240,78.65,78.65,2 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,Azizi Park Avenue 
102-19527-2024,3/27/2024 18:43,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1002990,70.6,70.6,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19528-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,1645351,66.46,66.46,1 B/R,1,,,,1,1,,SOBHA ONE
102-19529-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1100000,110.41,110.41,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19530-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,727973,63.08,63.08,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,2,1,,Rise Residences
102-19531-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI MARINA,Unit,Flats,2050000,99.75,99.75,2 B/R,1,Marina Towers,Marina Mall,Burj Al Arab,1,1,,Aeternitas Tower
102-19532-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,976320,72.32,72.32,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,VITA GRANDE BY METEORA
102-19533-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,1795944,81.39,81.39,1 B/R,1,Marina Mall Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,Verde by Sobha
102-19534-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,1753201,68.58,68.58,1 B/R,1,,,,1,1,,SOBHA ONE
102-19535-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,4623308,208,208,3 B/R,2,,,,1,1,,SOBHA ONE
102-19536-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,3390903,151.82,151.82,3 B/R,2,,,,1,1,,SOBHA ONE
102-19537-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,6894760,249.8,249.8,4 B/R,2,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Peninsula Four
102-19538-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,900000,66.12,66.12,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19539-2024,3/27/2024 18:45,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,957080,65.37,65.37,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19540-2024,3/27/2024 18:47,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Shop,621292.91,38.48,38.48,NA,2,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Pearl House II By Imtiaz
102-19541-2024,3/27/2024 18:47,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1327000,43.15,43.15,Studio,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,CANAL CROWN 2
102-19542-2024,3/27/2024 18:47,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1029000,71.04,71.04,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19543-2024,3/27/2024 18:49,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,620800,39.94,39.94,1 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Gardens
102-19544-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,850000,73.52,73.52,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Binghatti Phantom
102-19545-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,2041888,68.69,68.69,1 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,2,1,,Address Residences Zabeel
102-19546-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Al Merkadh,Unit,Flats,2451105,118.11,118.11,2 B/R,1,,,,1,1,,Sobha Creek Vistas Heights
102-19547-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,2115526,94.49,94.49,2 B/R,1,,,,1,1,,SOBHA ONE
102-19548-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,2145807,94.48,94.48,2 B/R,1,,,,2,1,,SOBHA ONE
102-19549-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,15031000,407.66,407.66,4 B/R,3,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Peninsula Four
102-19550-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Al Hebiah Fifth,Unit,Flats,1230000,72.96,72.96,1 B/R,1,,,,2,1,,DAMAC LAGOONS - LAGOON VIEWS 2
102-19551-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1118000,119.56,119.56,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,2,1,,Binghatti Orchid
102-19552-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Al Hebiah Fifth,Unit,Flats,1116000,62.6,62.6,1 B/R,1,,,,2,1,,DAMAC LAGOONS - LAGOON VIEWS 2
102-19553-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1362000,41.54,41.54,Studio,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,CANAL CROWN 2
102-19554-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,668000,36.23,36.23,Studio,1,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,Sportz By Danube 
102-19555-2024,3/27/2024 18:51,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Hadaeq Sheikh Mohammed Bin Rashid,Unit,Flats,1579888,69.38,69.38,1 B/R,1,,,,1,1,,Club Drive
102-19556-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,850000,68.65,68.65,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19557-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MAJAN,Unit,Flats,749651.61,37.07,37.07,Studio,1,,,,1,1,,Samana Barari Views
102-19558-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,868524,75.8,75.8,1 B/R,1,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,Vista by Prestige One 
102-19559-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI PRODUCTION CITY,Unit,Flats,684288,37.98,37.98,Studio,1,Damac Properties,Marina Mall,Sports City Swimming Academy,1,1,,Samana Portofino
102-19560-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,ARJAN,Unit,Flats,741982.3,40.11,40.11,Studio,1,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,1,1,,SAMANA SKYROS
102-19561-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,810750,63.59,63.59,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,The Orchard Place
102-19562-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,1490000,108.9,108.9,2 B/R,1,,,,2,1,,Serene Gardens by Prescott
102-19563-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,ARJAN,Unit,Flats,861362,71.69,71.69,1 B/R,1,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,1,1,,Oxford Gardens
102-19564-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,1075000,28.62,28.62,Studio,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19565-2024,3/27/2024 18:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1244680,83.75,83.75,2 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19566-2024,3/27/2024 18:54,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,830000,74.57,74.57,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19567-2024,3/27/2024 18:54,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1400000,110.65,110.65,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19568-2024,3/27/2024 18:54,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,575000,36.48,36.48,Studio,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Binghatti Azure
102-19569-2024,3/27/2024 18:54,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,4904888,170.71,170.71,3 B/R,2,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19570-2024,3/27/2024 18:54,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,790940,56.16,56.16,2 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Gardens
102-19571-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,762913.08,37.84,37.84,Studio,1,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,Samana Golf Views
102-19572-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MAJAN,Unit,Flats,1142640,70.78,70.78,1 B/R,1,,,,1,1,,Samana Barari Views 2
102-19573-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI MARITIME CITY,Unit,Flats,3252000,124.32,124.32,2 B/R,1,,,,1,1,,CORAL REEF
102-19574-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Wadi Al Safa 3,Building,Villas,13557828,532,532,4 B/R,,,,,1,1,,THE LAKEVIEW VILLAS BY ELLINGTON
102-19575-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,365277,47.86,47.86,Studio,1,,,IMG World Adventures,1,1,,AG SQUARE
102-19576-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,1013000,75.48,75.48,1 B/R,1,,,,1,1,,Serene Gardens 2 by Prescott
102-19577-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,1116101,49.97,49.97,1 B/R,1,,,,1,1,,SOBHA ONE
102-19578-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,1575000,110.16,110.16,2 B/R,1,,,,1,1,,Serene Gardens 2 by Prescott
102-19579-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,900000,74.57,74.57,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19580-2024,3/27/2024 18:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1350000,112.35,112.35,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,2,1,,Binghatti Orchid
102-19581-2024,3/27/2024 18:57,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,2334833,99.96,99.96,2 B/R,1,,,,2,1,,SOBHA ONE
102-19582-2024,3/27/2024 18:57,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,1684025,68.17,68.17,1 B/R,1,,,,1,1,,SOBHA ONE
102-19583-2024,3/27/2024 18:57,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,1650735,68.16,68.16,1 B/R,1,,,,1,1,,SOBHA ONE
102-19584-2024,3/27/2024 18:57,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,3465585,151.87,151.87,3 B/R,2,,,,1,1,,SOBHA ONE
102-19585-2024,3/27/2024 18:57,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1350000,110.92,110.92,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19586-2024,3/27/2024 18:57,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Shop,1304160,36.63,36.63,NA,,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 25
102-19587-2024,3/27/2024 18:59,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,930120,65.37,65.37,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19588-2024,3/27/2024 19:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,999000,65.37,65.37,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19589-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,470650,34.98,34.98,Studio,1,,,IMG World Adventures,1,1,,AG 9INE
102-19590-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,488951,36.34,36.34,Studio,1,,,IMG World Adventures,1,1,,AG 9INE
102-19591-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,2136888,70.91,70.91,1 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19592-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,588221,37.38,37.38,Studio,1,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,1WOOD RESIDENCE 
102-19593-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,3625888,134.2,134.2,2 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,2,1,,Address Residences Zabeel
102-19594-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,3576888,134.2,134.2,2 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19595-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,2716070,116.82,116.82,2 B/R,1,,,,1,1,,SOBHA ONE
102-19596-2024,3/27/2024 19:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Shop,1104480,34.32,34.32,NA,,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 25
102-19597-2024,3/27/2024 19:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,850000,72.21,72.21,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,2,1,,Binghatti Orchid
102-19598-2024,3/27/2024 19:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,2634000,84.52,84.52,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,CANAL CROWN 2
102-19599-2024,3/27/2024 19:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,1764000,112.55,112.55,3 B/R,2,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,Sportz By Danube 
